# 実Excel ★コンテキストタブ★（物を選んだ時だけ 出るタブ）2026-08-30
# Excel 16.0 build 20326・UI Automation・★新規ブックだけ・保存なし・VBAは動かさない★
# 出し方: 表/グラフ/図形/ピボットを 作って 選び、出てきたタブの 中身を 取った
# ★グラフの2タブは 1回目 失敗（ホームの中身が出た）→ IsSelected を 確かめる形に 直して 取り直した★
# 列: タブ / 組 / 部品
グラフのデザイン	クイック スタイル	クイック スタイル
グラフのデザイン	クイック スタイル	スタイル 1
グラフのデザイン	クイック スタイル	スタイル 2
グラフのデザイン	クイック スタイル	スタイル 3
グラフのデザイン	クイック スタイル	スタイル 4
グラフのデザイン	クイック スタイル	スタイル 5
グラフのデザイン	クイック スタイル	スタイル 6
グラフのデザイン	クイック スタイル	スタイル 7
グラフのデザイン	クイック スタイル	スタイル 8
グラフのデザイン	グラフ スタイル	色の変更
グラフのデザイン	グラフのレイアウト	クイック レイアウト
グラフのデザイン	グラフのレイアウト	グラフ要素を追加
グラフのデザイン	データ	データの選択...
グラフのデザイン	データ	行/列の切り替え
グラフのデザイン	場所	グラフの移動...
グラフのデザイン	種類	グラフの種類の変更...
テーブル デザイン	クイック スタイル	クイック スタイル
テーブル デザイン	クイック スタイル	ピンク, テーブル スタイル (淡色) 20
テーブル デザイン	クイック スタイル	濃い青緑, テーブル スタイル (中間) 2
テーブル デザイン	クイック スタイル	白, テーブル スタイル (中間) 1
テーブル デザイン	クイック スタイル	薄い水色, テーブル スタイル (淡色) 19
テーブル デザイン	クイック スタイル	薄い緑, テーブル スタイル (淡色) 18
テーブル デザイン	クイック スタイル	薄い緑, テーブル スタイル (淡色) 21
テーブル デザイン	ツール	スライサーの挿入...
テーブル デザイン	ツール	ピボットテーブルで集計
テーブル デザイン	ツール	範囲に変換
テーブル デザイン	ツール	重複の削除
テーブル デザイン	テーブル スタイルのオプション	フィルター ボタン
テーブル デザイン	テーブル スタイルのオプション	最初の列
テーブル デザイン	テーブル スタイルのオプション	最後の列
テーブル デザイン	テーブル スタイルのオプション	縞模様 (列)
テーブル デザイン	テーブル スタイルのオプション	縞模様 (行)
