# 実Excel リボン 測り直し 2026-08-30（Excel 16.0 build 20326・UI Automation・新規ブック・保存なし）
# 数え方: ★組に頼らず 部品を 拾い、いちばん小さい 組に 割り当てる★
# 列: タブ / 組 / 部品 / 種類 / 左 / 上
ホーム		ファイル タブ	Button	8	96
ホーム		コメント	Button	2577	102
ホーム		共有	MenuItem	2726	96
ホーム	クリップボード	貼り付け	SplitButton	40	164
ホーム	クリップボード	その他のオプション	MenuItem	40	240
ホーム	クリップボード	切り取り	Button	138	164
ホーム	クリップボード	コピー	SplitButton	138	216
ホーム	クリップボード	その他のオプション	MenuItem	186	216
ホーム	クリップボード	書式のコピー/貼り付け	Button	138	268
ホーム	クリップボード	Office クリップボード...	Button	218	321
ホーム	フォント	フォント	ComboBox	266	180
ホーム	フォント	フォント	Edit	268	185
ホーム	フォント	開く	Button	575	182
ホーム	フォント	フォント サイズ	ComboBox	607	180
ホーム	フォント	フォント サイズ	Edit	609	185
ホーム	フォント	開く	Button	662	182
ホーム	フォント	フォント サイズの拡大	Button	694	180
ホーム	フォント	フォント サイズの縮小	Button	746	180
ホーム	フォント	太字	Button	266	244
ホーム	フォント	斜体	Button	318	244
ホーム	フォント	下線	SplitButton	370	244
ホーム	フォント	その他のオプション	MenuItem	418	244
ホーム	フォント	罫線	SplitButton	458	244
ホーム	フォント	下罫線	Button	458	244
ホーム	フォント	その他のオプション	MenuItem	506	244
ホーム	フォント	塗りつぶしの色	SplitButton	546	244
ホーム	フォント	塗りつぶしの色 RGB (255、255、0)	Button	546	244
ホーム	フォント	その他のオプション	MenuItem	594	244
ホーム	フォント	フォントの色	SplitButton	628	244
ホーム	フォント	フォントの色 RGB (255、0、0)	Button	628	244
ホーム	フォント	その他のオプション	MenuItem	676	244
ホーム	フォント	ふりがなの表示	SplitButton	716	244
ホーム	フォント	その他のオプション	MenuItem	764	244
ホーム	フォント	セルのフォントの設定	Button	778	321
ホーム	配置	上揃え	Button	826	180
ホーム	配置	上下中央揃え	Button	878	180
ホーム	配置	下揃え	Button	930	180
ホーム	配置	方向	MenuItem	982	180
ホーム	配置	左揃え	Button	826	244
ホーム	配置	中央揃え	Button	878	244
ホーム	配置	右揃え	Button	930	244
ホーム	配置	インデントを減らす	Button	982	244
ホーム	配置	インデントを増やす	Button	1034	244
ホーム	配置	折り返して全体を表示する	Button	1108	180
ホーム	配置	セルを結合して中央揃え	SplitButton	1108	244
ホーム	配置	その他のオプション	MenuItem	1156	244
ホーム	配置	セルの配置の設定	Button	1188	321
ホーム	数値	数値の書式	ComboBox	1236	180
ホーム	数値	数値の書式	Edit	1238	185
ホーム	数値	開く	Button	1500	182
ホーム	数値	通貨表示形式	SplitButton	1236	244
ホーム	数値	その他のオプション	MenuItem	1284	244
ホーム	数値	パーセント スタイル	Button	1318	244
ホーム	数値	桁区切りスタイル	Button	1370	244
ホーム	数値	小数点以下の表示桁数を増やす	Button	1428	244
ホーム	数値	小数点以下の表示桁数を減らす	Button	1480	244
ホーム	数値	セルの書式設定	Button	1512	321
ホーム	スタイル	条件付き書式	MenuItem	1560	164
ホーム	スタイル	テーブルとして書式設定	MenuItem	1665	164
ホーム	スタイル	セルのスタイル	MenuItem	1807	164
ホーム	セル	挿入	SplitButton	1946	164
ホーム	セル	セルの挿入	Button	1946	164
ホーム	セル	その他のオプション	MenuItem	2061	164
ホーム	セル	削除	SplitButton	1946	216
ホーム	セル	セルの削除...	Button	1946	216
ホーム	セル	その他のオプション	MenuItem	2061	216
ホーム	セル	書式	MenuItem	1946	268
ホーム	編集	オート SUM	SplitButton	2141	164
ホーム	編集	合計	Button	2141	164
ホーム	編集	その他のオプション	MenuItem	2189	164
ホーム	編集	フィル	MenuItem	2141	216
ホーム	編集	クリア	MenuItem	2141	268
ホーム	編集	並べ替えとフィルター	MenuItem	2241	164
ホーム	編集	検索と選択	MenuItem	2367	164
ホーム	アドイン	アドイン 	Button	2483	164
ホーム	Claude	Claude	Button	2599	164
ホーム		リボンの表示オプション	MenuItem	2816	309
挿入		ファイル タブ	Button	8	96
挿入		コメント	Button	2577	102
挿入		共有	MenuItem	2726	96
挿入	テーブル	ピボットテーブル	SplitButton	40	164
挿入	テーブル	その他のオプション	MenuItem	40	238
挿入	テーブル	おすすめピボットテーブル	Button	162	164
挿入	テーブル	テーブル	Button	322	164
挿入	テーブル	フォーム	MenuItem	413	164
挿入	図	画像	MenuItem	529	164
挿入	図	図形	MenuItem	529	216
挿入	図	アイコン	Button	529	268
挿入	図	3D モデル	SplitButton	672	164
挿入	図	その他のオプション	MenuItem	838	164
挿入	図	SmartArt...	Button	672	216
挿入	図	スクリーンショット	MenuItem	672	268
挿入	コントロール	チェック ボックス	Button	948	164
挿入	グラフ	おすすめグラフ	Button	1068	164
挿入	グラフ	縦棒/横棒グラフの挿入	MenuItem	1163	164
挿入	グラフ	折れ線/面グラフの挿入	MenuItem	1163	216
挿入	グラフ	円またはドーナツ グラフの挿入	MenuItem	1163	268
挿入	グラフ	階層構造グラフの挿入	MenuItem	1247	164
挿入	グラフ	統計グラフの挿入	MenuItem	1247	216
挿入	グラフ	散布図 (X, Y) またはバブル チャートの挿入	MenuItem	1247	268
挿入	グラフ	ウォーターフォール図、じょうごグラフ、株価チャート、等高線グラフ、レーダー チャートの挿入	MenuItem	1331	164
挿入	グラフ	複合グラフの挿入	MenuItem	1331	216
挿入	グラフ	マップ	MenuItem	1415	164
挿入	グラフ	ピボットグラフ	SplitButton	1503	164
挿入	グラフ	その他のオプション	MenuItem	1503	240
挿入	グラフ	おすすめグラフ	Button	1618	321
挿入	スパークライン	折れ線	Button	1666	164
挿入	スパークライン	縦棒	Button	1754	164
挿入	スパークライン	勝敗	Button	1842	164
挿入	フィルター	スライサー...	Button	1958	164
挿入	フィルター	タイムライン	Button	2065	164
挿入	リンク	リンク	SplitButton	2181	164
挿入	リンク	その他のオプション	MenuItem	2181	238
挿入	コメント	コメント	Button	2297	164
挿入	テキスト	テキスト	MenuItem	2397	160
挿入	記号と特殊文字	数式	SplitButton	2523	164
挿入	記号と特殊文字	その他のオプション	MenuItem	2638	164
挿入	記号と特殊文字	記号と特殊文字...	Button	2523	216
挿入		リボンの表示オプション	MenuItem	2816	309
描画		ファイル タブ	Button	8	96
描画		コメント	Button	2577	102
描画		共有	MenuItem	2726	96
描画	元に戻す	元に戻せません	Button	50	164
描画	元に戻す	繰り返しできません	Button	50	216
描画	描画ツール 	選択: インク、図形、テキスト領域などのオブジェクトを選びます。これは特に、テキストの背後にあるオブジェクトを操作するときに使うと便利です。	SplitButton	141	172
描画	描画ツール 	なげなわ選択: インクを選択して図形を描画します。図形内のすべてのインクストロークが選択されます。	SplitButton	237	172
描画	描画ツール 	消しゴム: ページに描画したインクを消しゴムで消します。	SplitButton	333	172
描画	描画ツール 	ペン: 黒、0.35 mm	SplitButton	429	172
描画	描画ツール 	ペン: 赤、0.35 mm	SplitButton	525	172
描画	描画ツール 	鉛筆書き: 灰色、0.5 mm	SplitButton	621	172
描画	描画ツール 	蛍光ペン: 黄, 6mm、テキストに位置を合わせる: オフ	SplitButton	717	172
描画	描画ツール 	万年筆: 濃い青、1 mm	SplitButton	813	172
