ホーム	クリップボード	貼り付け
ホーム	クリップボード	切り取り
ホーム	クリップボード	コピー
ホーム	クリップボード	書式のコピー/貼り付け
ホーム	クリップボード	Office クリップボード...
ホーム	フォント	フォント
ホーム	フォント	フォント サイズ
ホーム	フォント	フォント サイズの拡大
ホーム	フォント	フォント サイズの縮小
ホーム	フォント	太字
ホーム	フォント	斜体
ホーム	フォント	下線
ホーム	フォント	罫線
ホーム	フォント	下罫線
ホーム	フォント	塗りつぶしの色
ホーム	フォント	塗りつぶしの色 RGB (255、255、0)
ホーム	フォント	フォントの色
ホーム	フォント	フォントの色 RGB (255、0、0)
ホーム	フォント	ふりがなの表示
ホーム	フォント	セルのフォントの設定
ホーム	配置	上揃え
ホーム	配置	上下中央揃え
ホーム	配置	下揃え
ホーム	配置	方向
ホーム	配置	左揃え
ホーム	配置	中央揃え
ホーム	配置	右揃え
ホーム	配置	インデントを減らす
ホーム	配置	インデントを増やす
ホーム	配置	折り返して全体を表示する
ホーム	配置	セルを結合して中央揃え
ホーム	配置	セルの配置の設定
ホーム	数値	数値の書式
ホーム	数値	通貨表示形式
ホーム	数値	パーセント スタイル
ホーム	数値	桁区切りスタイル
ホーム	数値	小数点以下の表示桁数を増やす
ホーム	数値	小数点以下の表示桁数を減らす
ホーム	数値	セルの書式設定
ホーム	スタイル	条件付き書式
ホーム	スタイル	テーブルとして書式設定
ホーム	スタイル	セルのスタイル
ホーム	セル	挿入
ホーム	セル	セルの挿入
ホーム	セル	削除
ホーム	セル	セルの削除...
ホーム	セル	書式
ホーム	編集	オート SUM
ホーム	編集	合計
ホーム	編集	フィル
ホーム	編集	クリア
ホーム	編集	並べ替えとフィルター
ホーム	編集	検索と選択
ホーム	アドイン	アドイン
ホーム	Claude	Claude
挿入	テーブル	ピボットテーブル
挿入	テーブル	おすすめピボットテーブル
挿入	テーブル	テーブル
挿入	テーブル	フォーム
挿入	図	画像
挿入	図	図形
挿入	図	アイコン
挿入	図	3D モデル
挿入	図	SmartArt...
挿入	図	スクリーンショット
挿入	コントロール	チェック ボックス
挿入	グラフ	おすすめグラフ
挿入	グラフ	縦棒/横棒グラフの挿入
挿入	グラフ	折れ線/面グラフの挿入
挿入	グラフ	円またはドーナツ グラフの挿入
挿入	グラフ	階層構造グラフの挿入
挿入	グラフ	統計グラフの挿入
挿入	グラフ	散布図 (X, Y) またはバブル チャートの挿入
挿入	グラフ	ウォーターフォール図、じょうごグラフ、株価チャート、等高線グラフ、レーダー チャートの挿入
挿入	グラフ	複合グラフの挿入
挿入	グラフ	マップ
挿入	グラフ	ピボットグラフ
挿入	スパークライン	折れ線
挿入	スパークライン	縦棒
挿入	スパークライン	勝敗
挿入	フィルター	スライサー...
挿入	フィルター	タイムライン
挿入	リンク	リンク
挿入	コメント	コメント
挿入	テキスト	テキスト
挿入	記号と特殊文字	数式
挿入	記号と特殊文字	記号と特殊文字...
描画	元に戻す	元に戻せません
描画	元に戻す	繰り返しできません
描画	描画ツール	描画ツール
