# ★ODDF の 残り 1本 と ODDL の 6本を 実Excel に 聞いた★（2026-09-18）
#
# ★問いは 紙から 機械で 拾いました★ ... kansuu46/oddf-nokori-1pon-kiku-koto.md
# ★材料は 要りません★（全部 その場の 日付）
#
# ★どの Excel か★ ... 版 16.0 ／ build 20326
# ★どの 貝殻か★ ... PowerShell 5.1.26100.9278
# ★どの 文字コードか★ ... ANSI 932 ／ ja-JP
#
# 番	式	答え	出る字	=(式)=0	型
1	=ODDFPRICE(DATE(2009,4,14), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.750178726868114	73.75018	False	Double
2	=ODDFPRICE(DATE(2009,4,11), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.720309894220691	73.72031	False	Double
3	=ODDFPRICE(DATE(2009,4,1), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.620834457578113	73.62083	False	Double
4	=ODDFPRICE(DATE(2009,3,26), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.56121363684305	73.56121	False	Double
5	=ODDFPRICE(DATE(2009,4,7), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.68050360054832	73.6805	False	Double
6	=ODDFPRICE(DATE(2009,4,20), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.809952702413966	73.80995	False	Double
7	=ODDFPRICE(DATE(2009,4,12), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.7302648274299	73.73026	False	Double
8	=ODDFPRICE(DATE(2009,3,29), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.591018009377734	73.59102	False	Double
9	=ODDFPRICE(DATE(2009,3,31), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.531030478212074	74.53103	False	Double
10	=ODDFPRICE(DATE(2009,3,30), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.600955483462329	73.60096	False	Double
11	=ODDFPRICE(DATE(2009,4,18), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.790022662907234	73.79002	False	Double
12	=ODDFPRICE(DATE(2009,3,27), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.571147086249255	73.57115	False	Double
13	=ODDFPRICE(DATE(2009,4,3), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.640718800830854	73.64072	False	Double
14	=ODDFPRICE(DATE(2009,4,8), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.690453158454645	73.69045	False	Double
15	=ODDFPRICE(DATE(2009,4,17), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.780059661298125	73.78006	False	Double
16	=ODDFPRICE(DATE(2009,4,13), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.740221104918533	73.74022	False	Double
17	=ODDFPRICE(DATE(2009,4,9), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.700404059914518	73.7004	False	Double
18	=ODDFPRICE(DATE(2009,4,4), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.650662986336755	73.65066	False	Double
19	=ODDFPRICE(DATE(2009,4,10), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.710356305109386	73.71036	False	Double
20	=ODDFPRICE(DATE(2009,3,10), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0.045, 0.05, 100, 4, 1)	96.1767213744142	96.17672	False	Double
21	=ODDFPRICE(DATE(2009,4,16), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.770098004876317	73.7701	False	Double
22	=ODDFPRICE(DATE(2009,4,15), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.760137693460166	73.76014	False	Double
23	=ODDFPRICE(DATE(2009,3,28), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.581081877033768	73.58108	False	Double
24	=ODDFPRICE(DATE(2009,4,6), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.670555386014144	73.67056	False	Double
25	=ODDFPRICE(DATE(2009,4,2), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.630775957971736	73.63078	False	Double
