# ★ODDF の 残り 1本 と ODDL の 6本を 実Excel に 聞いた★（2026-09-18）
#
# ★問いは 紙から 機械で 拾いました★ ... kansuu46/oddf-nokori-1pon-kiku-koto.md
# ★材料は 要りません★（全部 その場の 日付）
#
# ★どの Excel か★ ... 版 16.0 ／ build 20326
# ★どの 貝殻か★ ... PowerShell 5.1.26100.9278
# ★どの 文字コードか★ ... ANSI 932 ／ ja-JP
#
# 番	式	答え	出る字	=(式)=0	型
1	=ODDLPRICE(DATE(2008,12,15), DATE(2009,7,15), DATE(2008,11,30), 0.045, 0, 100,4,0)	102.65	102.65	False	Double
2	=ODDLPRICE(DATE(2008,12,15), DATE(2009,7,15), DATE(2008,11,30), 0, 0.05, 100,4,0)	97.165991902834023	97.16599	False	Double
3	=ODDLPRICE(DATE(2008,12,15), DATE(2009,7,15), DATE(2008,11,30), 0.045, 0.05, 100,4,0)	99.735576923076934	99.73558	False	Double
4	=ODDLPRICE(DATE(2009,1,15), DATE(2009,7,15), DATE(2008,11,30), 0.045, 0, 100,4,0)	102.275	102.275	False	Double
5	=ODDLPRICE(DATE(2009,1,15), DATE(2009,7,15), DATE(2008,11,30), 0, 0.05, 100,4,0)	97.5609756097561	97.56098	False	Double
6	=ODDLPRICE(DATE(2009,1,15), DATE(2009,7,15), DATE(2008,11,30), 0.045, 0.05, 100,4,0)	99.76676829268294	99.76677	False	Double
7	=ODDLPRICE(DATE(2009,2,15), DATE(2009,7,15), DATE(2008,11,30), 0.045, 0, 100,4,0)	101.9	101.9	False	Double
8	=ODDLPRICE(DATE(2009,2,15), DATE(2009,7,15), DATE(2008,11,30), 0, 0.05, 100,4,0)	97.9591836734694	97.95918	False	Double
9	=ODDLPRICE(DATE(2009,2,15), DATE(2009,7,15), DATE(2008,11,30), 0.045, 0.05, 100,4,0)	99.801275510204093	99.80128	False	Double
10	=ODDLPRICE(DATE(2009,2,28), DATE(2009,7,15), DATE(2008,11,30), 0.045, 0, 100,4,0)	101.73750000000001	101.7375	False	Double
11	=ODDLPRICE(DATE(2009,2,28), DATE(2009,7,15), DATE(2008,11,30), 0, 0.05, 100,4,0)	98.13275180591522	98.13275	False	Double
12	=ODDLPRICE(DATE(2009,2,28), DATE(2009,7,15), DATE(2008,11,30), 0.045, 0.05, 100,4,0)	99.817268638408066	99.81727	False	Double
13	=COUPDAYBS(DATE(2008,12,15), DATE(2009,7,15), 4, 0)	60	60	False	Double
14	=COUPDAYBS(DATE(2009,1,15), DATE(2009,7,15), 4, 0)	0	0	True	Double
15	=COUPDAYBS(DATE(2009,2,15), DATE(2009,7,15), 4, 0)	30	30	False	Double
16	=COUPDAYBS(DATE(2009,2,28), DATE(2009,7,15), 4, 0)	43	43	False	Double
# ★★押すのに かかった 秒 ... 0.53★★
