# ★ODDF の 残り 1本 と ODDL の 6本を 実Excel に 聞いた★（2026-09-18）
#
# ★問いは 紙から 機械で 拾いました★ ... kansuu46/oddf-nokori-1pon-kiku-koto.md
# ★材料は 要りません★（全部 その場の 日付）
#
# ★どの Excel か★ ... 版 16.0 ／ build 20326
# ★どの 貝殻か★ ... PowerShell 5.1.26100.9278
# ★どの 文字コードか★ ... ANSI 932 ／ ja-JP
#
# 番	式	答え	出る字	=(式)=0	型
1	=ODDLPRICE(DATE(2009,6,15), DATE(2010,2,28), DATE(2009,1,31), 0.06, 0, 100,1,0)	104.25	104.25	False	Double
2	=ODDLPRICE(DATE(2009,6,15), DATE(2010,2,28), DATE(2009,1,31), 0, 0.05, 100,1,0)	96.592433592701909	96.59243	False	Double
3	=ODDLPRICE(DATE(2009,6,15), DATE(2010,2,28), DATE(2009,1,31), 0.06, 0.05, 100,1,0)	100.62094177622754	100.6209	False	Double
4	=ODDLPRICE(DATE(2009,6,15), DATE(2010,2,27), DATE(2009,1,31), 0.06, 0, 100,1,0)	104.2	104.2	False	Double
5	=ODDLPRICE(DATE(2009,6,15), DATE(2010,2,27), DATE(2009,1,31), 0, 0.05, 100,1,0)	96.605393801153909	96.60539	False	Double
6	=ODDLPRICE(DATE(2009,6,15), DATE(2010,2,27), DATE(2009,1,31), 0.06, 0.05, 100,1,0)	100.58644170132833	100.5864	False	Double
7	=ODDLPRICE(DATE(2009,6,15), DATE(2010,3,31), DATE(2009,1,31), 0.06, 0, 100,1,0)	104.75	104.75	False	Double
8	=ODDLPRICE(DATE(2009,6,15), DATE(2010,3,31), DATE(2009,1,31), 0, 0.05, 100,1,0)	96.179535132246855	96.17954	False	Double
9	=ODDLPRICE(DATE(2009,6,15), DATE(2010,3,31), DATE(2009,1,31), 0.06, 0.05, 100,1,0)	100.66210259150414	100.6621	False	Double
# ★★押すのに かかった 秒 ... 0.44★★
