# ★ODDF の 残り 1本 と ODDL の 6本を 実Excel に 聞いた★（2026-09-18）
#
# ★問いは 紙から 機械で 拾いました★ ... kansuu46/oddf-nokori-1pon-kiku-koto.md
# ★材料は 要りません★（全部 その場の 日付）
#
# ★どの Excel か★ ... 版 16.0 ／ build 20326
# ★どの 貝殻か★ ... PowerShell 5.1.26100.9278
# ★どの 文字コードか★ ... ANSI 932 ／ ja-JP
#
# 番	式	答え	出る字	=(式)=0	型
1	=ODDFPRICE(DATE(2009,4,29), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.899704514938236	73.8997	False	Double
2	=ODDFPRICE(DATE(2009,5,14), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.975152629334332	74.97515	False	Double
3	=ODDFPRICE(DATE(2009,4,22), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.829888124849973	73.82989	False	Double
4	=ODDFPRICE(DATE(2009,4,23), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.8398578551208	73.83986	False	Double
5	=ODDFPRICE(DATE(2009,5,12), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.954907964499625	74.95491	False	Double
6	=ODDFPRICE(DATE(2009,5,6), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.894206762674244	74.89421	False	Double
7	=ODDFPRICE(DATE(2009,5,1), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.843659980785461	74.84366	False	Double
8	=ODDFPRICE(DATE(2009,4,21), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.819919740674948	73.81992	False	Double
9	=ODDFPRICE(DATE(2009,5,5), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.884094676032149	74.88409	False	Double
10	=ODDFPRICE(DATE(2009,4,28), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.889726704274608	73.88973	False	Double
11	=ODDFPRICE(DATE(2009,5,7), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.9043202148172	74.90432	False	Double
12	=ODDFPRICE(DATE(2009,5,3), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.8638745985131	74.86387	False	Double
13	=ODDFPRICE(DATE(2009,4,26), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.869775124325827	73.86978	False	Double
14	=ODDFPRICE(DATE(2009,4,30), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.8335547188827	74.83355	False	Double
15	=ODDFPRICE(DATE(2009,5,10), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.934668766095328	74.93467	False	Double
16	=ODDFPRICE(DATE(2009,5,8), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.914435032645414	74.91444	False	Double
17	=ODDFPRICE(DATE(2009,3,10), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0.045, 0.05, 100, 4, 1)	96.1767213744142	96.17672	False	Double
18	=ODDFPRICE(DATE(2009,5,9), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.924551216343318	74.92455	False	Double
19	=ODDFPRICE(DATE(2009,5,4), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.87398395470656	74.87398	False	Double
20	=ODDFPRICE(DATE(2009,4,25), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.859801354676918	73.8598	False	Double
21	=ODDFPRICE(DATE(2009,4,27), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.879750240797776	73.87975	False	Double
22	=ODDFPRICE(DATE(2009,5,13), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.965029613520912	74.96503	False	Double
23	=ODDFPRICE(DATE(2009,5,11), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.944787682085945	74.94479	False	Double
24	=ODDFPRICE(DATE(2009,4,24), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.8498289316692	73.84983	False	Double
25	=ODDFPRICE(DATE(2009,5,2), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.853766607267517	74.85377	False	Double
# ★★押すのに かかった 秒 ... 0.49★★
