# ★ODDF の 残り 1本 と ODDL の 6本を 実Excel に 聞いた★（2026-09-18）
#
# ★問いは 紙から 機械で 拾いました★ ... kansuu46/oddf-nokori-1pon-kiku-koto.md
# ★材料は 要りません★（全部 その場の 日付）
#
# ★どの Excel か★ ... 版 16.0 ／ build 20326
# ★どの 貝殻か★ ... PowerShell 5.1.26100.9278
# ★どの 文字コードか★ ... ANSI 932 ／ ja-JP
#
# 番	式	答え	出る字	=(式)=0	型
1	=ODDLPRICE(DATE(2009,5,30), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0, 100,4,0)	101.125	101.125	False	Double
2	=ODDLPRICE(DATE(2009,5,30), DATE(2009,8,31), DATE(2008,11,30), 0, 0.05, 100,4,0)	98.792535675082334	98.79254	False	Double
3	=ODDLPRICE(DATE(2009,5,30), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0.05, 100,4,0)	99.87648188803513	99.87648	False	Double
4	=ODDLPRICE(DATE(2009,5,31), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0, 100,4,0)	101.11250000000001	101.1125	False	Double
5	=ODDLPRICE(DATE(2009,5,31), DATE(2009,8,31), DATE(2008,11,30), 0, 0.05, 100,4,0)	98.792535675082334	98.79254	False	Double
6	=ODDLPRICE(DATE(2009,5,31), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0.05, 100,4,0)	99.863981888035141	99.86398	False	Double
7	=ODDLPRICE(DATE(2009,6,1), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0, 100,4,0)	101.11250000000001	101.1125	False	Double
8	=ODDLPRICE(DATE(2009,6,1), DATE(2009,8,31), DATE(2008,11,30), 0, 0.05, 100,4,0)	98.806093042404271	98.80609	False	Double
9	=ODDLPRICE(DATE(2009,6,1), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0.05, 100,4,0)	99.878000205846021	99.878	False	Double
10	=ODDLPRICE(DATE(2009,6,30), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0, 100,4,0)	100.75	100.75	False	Double
11	=ODDLPRICE(DATE(2009,6,30), DATE(2009,8,31), DATE(2008,11,30), 0, 0.05, 100,4,0)	99.200881785615877	99.20088	False	Double
12	=ODDLPRICE(DATE(2009,6,30), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0.05, 100,4,0)	99.923711766326818	99.92371	False	Double
13	=COUPDAYBS(DATE(2009,5,30), DATE(2009,8,31), 4, 0)	90	90	False	Double
14	=COUPDAYS(DATE(2009,5,30), DATE(2009,8,31), 4, 0)	90	90	False	Double
15	=COUPDAYBS(DATE(2009,5,31), DATE(2009,8,31), 4, 0)	0	0	True	Double
16	=COUPDAYS(DATE(2009,5,31), DATE(2009,8,31), 4, 0)	90	90	False	Double
17	=COUPDAYBS(DATE(2009,6,1), DATE(2009,8,31), 4, 0)	1	1	False	Double
18	=COUPDAYS(DATE(2009,6,1), DATE(2009,8,31), 4, 0)	90	90	False	Double
19	=COUPDAYBS(DATE(2009,6,30), DATE(2009,8,31), 4, 0)	30	30	False	Double
20	=COUPDAYS(DATE(2009,6,30), DATE(2009,8,31), 4, 0)	90	90	False	Double
21	=ODDLPRICE(DATE(2009,7,15), DATE(2009,11,30), DATE(2008,11,30), 0.045, 0, 100,4,0)	101.6875	101.6875	False	Double
22	=ODDLPRICE(DATE(2009,7,15), DATE(2009,11,30), DATE(2008,11,30), 0, 0.05, 100,4,0)	98.186281194599758	98.18628	False	Double
23	=ODDLPRICE(DATE(2009,7,15), DATE(2009,11,30), DATE(2008,11,30), 0.045, 0.05, 100,4,0)	99.7917104186554	99.79171	False	Double
24	=ODDLPRICE(DATE(2009,3,10), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0, 100,4,2)	102.16028028822666	102.1603	False	Double
25	=ODDLPRICE(DATE(2009,3,10), DATE(2009,8,31), DATE(2008,11,30), 0, 0.05, 100,4,2)	97.694840834248083	97.69484	False	Double
26	=ODDLPRICE(DATE(2009,3,10), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0.05, 100,4,2)	99.776476358001872	99.77648	False	Double
27	=ODDLPRICE(DATE(2009,3,10), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0, 100,4,3)	102.16028028822666	102.1603	False	Double
28	=ODDLPRICE(DATE(2009,3,10), DATE(2009,8,31), DATE(2008,11,30), 0, 0.05, 100,4,3)	97.694840834248083	97.69484	False	Double
29	=ODDLPRICE(DATE(2009,3,10), DATE(2009,8,31), DATE(2008,11,30), 0.045, 0.05, 100,4,3)	99.776476358001872	99.77648	False	Double
# ★★押すのに かかった 秒 ... 0.65★★
