# ★ODDF の 残り 1本 と ODDL の 6本を 実Excel に 聞いた★（2026-09-18）
#
# ★問いは 紙から 機械で 拾いました★ ... kansuu46/oddf-nokori-1pon-kiku-koto.md
# ★材料は 要りません★（全部 その場の 日付）
#
# ★どの Excel か★ ... 版 16.0 ／ build 20326
# ★どの 貝殻か★ ... PowerShell 5.1.26100.9278
# ★どの 文字コードか★ ... ANSI 932 ／ ja-JP
#
# 番	式	答え	出る字	=(式)=0	型
1	=ODDFPRICE(DATE(2009,3,10), DATE(2015,2,28), DATE(2008,11,27), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.402460726083845	73.40246	False	Double
2	=ODDFPRICE(DATE(2009,3,10), DATE(2015,2,28), DATE(2008,11,27), DATE(2009,8,31), 0.045, 0, 100, 4, 1)	126.87771739130434	126.8777	False	Double
3	=ODDFPRICE(DATE(2009,3,10), DATE(2015,2,28), DATE(2008,11,27), DATE(2009,8,31), 0.045, 0.05, 100, 4, 1)	96.173270078475554	96.17327	False	Double
4	=ODDFPRICE(DATE(2009,3,10), DATE(2015,2,28), DATE(2008,11,29), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	73.402460726083845	73.40246	False	Double
5	=ODDFPRICE(DATE(2009,3,10), DATE(2015,2,28), DATE(2008,11,29), DATE(2009,8,31), 0.045, 0, 100, 4, 1)	126.88994565217391	126.8899	False	Double
6	=ODDFPRICE(DATE(2009,3,10), DATE(2015,2,28), DATE(2008,11,29), DATE(2009,8,31), 0.045, 0.05, 100, 4, 1)	96.185929751337454	96.18593	False	Double
7	=ODDFPRICE(DATE(2009,5,30), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	75.13730691676264	75.13731	False	Double
8	=ODDFPRICE(DATE(2009,5,30), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0.045, 0, 100, 4, 1)	125.88722826086958	125.8872	False	Double
9	=ODDFPRICE(DATE(2009,5,30), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0.045, 0.05, 100, 4, 1)	97.486797667234356	97.4868	False	Double
10	=ODDFPRICE(DATE(2009,6,1), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0, 0.05, 100, 4, 1)	74.229729230576268	74.22973	False	Double
11	=ODDFPRICE(DATE(2009,6,1), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0.045, 0, 100, 4, 1)	125.86277173913045	125.8628	False	Double
12	=ODDFPRICE(DATE(2009,6,1), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0.045, 0.05, 100, 4, 1)	96.2588097575391	96.25881	False	Double
13	=ODDFPRICE(DATE(2009,3,10), DATE(2015,2,28), DATE(2008,12,5), DATE(2009,8,31), 0.045, 0.05, 100, 4, 1)	96.1767213744142	96.17672	False	Double
# ★★押すのに かかった 秒 ... 0.63★★
