# ★実Excel に 打たせた ISREF の 答え★
# 取った 日 … 2026-09-07
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326
# ★置いた 中身★ A1:E5 に 数（行*10+列）／E5 だけ =1/0（誤り）／名前 なまえ = Sheet1!$A$1:$B$2
# 関数	式	実Excel の 答え	型
# ★★2026-09-21 追記（経営者1）── ★この 紙は `.Formula`（★昔の 道★）で 取って います★★
#   ＝`docs/measured/kansuu46/` の 道具 21本は `Formula2` を ★1本も 使って いません★
#   ＝`.Formula` は ★溢れません★（2026-09-19 実測）＝★暗黙の 交わりで 1マス★
#   ⇒★範囲を 渡した 式の 答えは ★1マス目だけ★です（★間違いでは なく 足りない★）
#   ⇒★実測（2026-09-21）★ この 紙の 範囲を 渡す 812本を `Formula2` で 打ち直すと
#      ★昔と 同じ 809本／★違う 3本★（ISERR/ISERROR/ISNUMBER の A1:B5）／★溢れた 416本★
#   ⇒★新しい 道の 紙★ ... docs/measured/golden-furui-kami-torinaoshi-2026-09-21.tsv
#   ⇒★この 紙を 物差しに する 試験は ★昔の 道を 守って います★★
ISREF	=ISREF(A1)	True	Boolean
ISREF	=ISREF(A1:B2)	True	Boolean
ISREF	=ISREF(A:A)	True	Boolean
ISREF	=ISREF(なまえ)	True	Boolean
ISREF	=ISREF(Sheet1!A1)	True	Boolean
ISREF	=ISREF("a")	False	Boolean
ISREF	=ISREF(1)	False	Boolean
ISREF	=ISREF(TRUE)	False	Boolean
ISREF	=ISREF(1+1)	False	Boolean
ISREF	=ISREF(A1&"")	False	Boolean
ISREF	=ISREF(SUM(A1:A2))	False	Boolean
ISREF	=ISREF(INDEX(A1:B2,1,1))	True	Boolean
ISREF	=ISREF(INDEX(A1:B2,,1))	True	Boolean
ISREF	=ISREF(OFFSET(A1,0,0))	True	Boolean
ISREF	=ISREF(INDIRECT("A1"))	True	Boolean
ISREF	=ISREF(INDIRECT("zzz"))	False	Boolean
ISREF	=ISREF(IF(TRUE,A1,B1))	True	Boolean
ISREF	=ISREF(IF(TRUE,"x","y"))	False	Boolean
ISREF	=ISREF(CHOOSE(1,A1,B1))	True	Boolean
ISREF	=ISREF(CHOOSE(1,1,2))	False	Boolean
ISREF	=ISREF(A1:INDEX(A1:B2,2,1))	True	Boolean
ISREF	=ISREF(E5)	True	Boolean
ISREF	=ISREF(INDEX(A1:B2,99,1))	False	Boolean
ISREF	=IF(ISREF(A1),"は","い")	は	String
ISREF	=SUM(ISREF(A1)*1,1)	2	Double
