=ABS(A1)	合った	1
=ABS(A2)	合った	2
=ABS(A1:A5)	合った	1
=ABS(B1:B5)	合った	2
=ABS(2)	合った	2
=ABS(0.5)	合った	0.5
=ABS("2024-01-15")	こちらだけ誤り	#VALUE!
=ABS("12:30")	合った	0.5208333333333334
=ABS(D1)	合った	45292
=ABS(TRUE)	合った	1
=ABS(FALSE)	合った	0
=ABS(-2)	合った	2
=ACOS(A1)	合った	0
=ACOS(A1:A5)	合った	0
=ACOS(0.5)	合った	1.0471975511965979
=ACOS("12:30")	合った	1.022969475827947
=ACOS(TRUE)	合った	0
=ACOS(FALSE)	合った	1.5707963267948966
=ACOSH(A1)	合った	0
=ACOSH(A2)	合った	1.3169578969248166
=ACOSH(A1:A5)	合った	0
=ACOSH(B1:B5)	合った	1.3169578969248166
=ACOSH(2)	合った	1.3169578969248166
=ACOSH("2024-01-15")	こちらだけ誤り	#VALUE!
=ACOSH(D1)	合った	11.414032875872005
=ACOSH(TRUE)	合った	0
=ACOT(A1)	合った	0.7853981633974483
=ACOT(A2)	合った	0.4636476090008061
=ACOT(A1:A5)	合った	0.7853981633974483
=ACOT(B1:B5)	合った	0.4636476090008061
=ACOT(2)	合った	0.4636476090008061
=ACOT(0.5)	合った	1.1071487177940904
=ACOT("2024-01-15")	こちらだけ誤り	#VALUE!
=ACOT("12:30")	合った	1.0906212971913698
=ACOT(D1)	合った	0.000022078954337134736
=ACOT(TRUE)	合った	0.7853981633974483
=ACOT(FALSE)	合った	1.570796326794895
=ACOT(-2)	違う	-0.4636476090008061
=ACOTH(A2)	合った	0.5493061443340548
=ACOTH(B1:B5)	合った	0.5493061443340548
=ACOTH(2)	合った	0.5493061443340548
=ACOTH("2024-01-15")	こちらだけ誤り	#VALUE!
=ACOTH(D1)	合った	0.00002207895434431011
=ACOTH(-2)	合った	-0.5493061443340548
=ADDRESS(2,3)	合った	$C$2
=ADDRESS(2,3,4)	合った	C2
=ADDRESS(2,3,4,5)	合った	C2
=ADDRESS(1,2,3,4,5)	違う	5!$B1
=ADDRESS("101",2)	合った	$B$101
=ADDRESS(A1:A5,B1:B5)	合った	$B$1
=ADDRESS(A1:A5,2)	合った	$B$1
=ADDRESS(A1:A5,2,3)	合った	$B1
=ADDRESS(A1:A5,A1)	合った	$A$1
=ADDRESS(A1:A5,1,B1:B5,1)	合った	A$1
=ADDRESS(D1,2)	合った	$B$45292
=ADDRESS(2,TRUE)	合った	$A$2
=ADDRESS(2,3,TRUE)	合った	$C$2
=ADDRESS(A1:A5,B1:B5,1)	合った	$B$1
=ADDRESS(2,3,4,5,6)	違う	6!C2
=ADDRESS(2.5,1)	違う	$A$2.5
=ARABIC("IV")	合った	4
=ARABIC("MMXXIV")	合った	2024
=ASIN(A1)	合った	1.5707963267948966
=ASIN(A1:A5)	合った	1.5707963267948966
=ASIN(0.5)	合った	0.5235987755982989
=ASIN("12:30")	合った	0.5478268509669496
=ASIN(TRUE)	合った	1.5707963267948966
=ASIN(FALSE)	合った	0
=ASINH(A1)	合った	0.881373587019543
=ASINH(A2)	合った	1.4436354751788103
=ASINH(A1:A5)	合った	0.881373587019543
=ASINH(B1:B5)	合った	1.4436354751788103
=ASINH(2)	合った	1.4436354751788103
=ASINH(0.5)	合った	0.48121182505960347
=ASINH("2024-01-15")	こちらだけ誤り	#VALUE!
=ASINH("12:30")	合った	0.49976766567079395
=ASINH(D1)	合った	11.414032876115746
=ASINH(TRUE)	合った	0.881373587019543
=ASINH(FALSE)	合った	0
=ASINH(-2)	合った	-1.4436354751788103
=ATAN(A1)	合った	0.7853981633974483
=ATAN(A2)	合った	1.1071487177940904
=ATAN(A1:A5)	合った	0.7853981633974483
=ATAN(B1:B5)	合った	1.1071487177940904
=ATAN(2)	合った	1.1071487177940904
=ATAN(0.5)	合った	0.4636476090008061
=ATAN("2024-01-15")	こちらだけ誤り	#VALUE!
=ATAN("12:30")	合った	0.4801750296035269
=ATAN(D1)	合った	1.5707742478405595
=ATAN(TRUE)	合った	0.7853981633974483
=ATAN(FALSE)	合った	0
=ATAN(-2)	合った	-1.1071487177940904
=ATAN2(2,3)	合った	0.982793723247329
=ATAN2(0.5,1)	合った	1.1071487177940904
=ATAN2("101",2)	合った	0.019799392566392866
=ATAN2(A1:A5,B1:B5)	合った	1.1071487177940904
=ATAN2(A1:A5,2)	合った	1.1071487177940904
=ATAN2(A1:A5,A1)	合った	0.7853981633974483
=ATAN2(D1,D2)	合った	0.7934032489303129
=ATAN2(D1,2)	合った	0.00004415790865274337
=ATAN2(2,TRUE)	合った	0.4636476090008061
=ATAN2(2.5,1)	合った	0.3805063771123649
=ATANH(0.5)	合った	0.5493061443340548
=ATANH("12:30")	合った	0.5774826126096207
=ATANH(FALSE)	合った	0
=AVEDEV(A1)	合った	0
=AVEDEV(A2)	合った	0
=AVEDEV(A1:A5)	合った	1.2
=AVEDEV(B1:B5)	合った	2.4
=AVEDEV(A1:B5)	合った	2.2
=AVEDEV(2)	合った	0
=AVEDEV(2,3)	合った	0.5
=AVEDEV(2,3,4)	合った	0.6666666666666666
=AVEDEV(2,3,4,5)	合った	1
=AVEDEV(1,2,3,4,5)	合った	1.2
=AVEDEV(1,2,3,4,5,6)	合った	1.5
=AVEDEV(1,2,3,4,5,6,7)	合った	1.7142857142857142
=AVEDEV(0.5)	合った	0
=AVEDEV(0.5,1)	合った	0.25
=AVEDEV(0.5,1,2)	合った	0.5555555555555556
=AVEDEV(0.5,1,2,3)	合った	0.875
=AVEDEV(0.5,1,2,3,4)	合った	1.1199999999999999
=AVEDEV("2024-01-15")	こちらだけ誤り	#VALUE!
=AVEDEV("12:30")	合った	0
=AVEDEV("101",2)	合った	49.5
=AVEDEV(A1:A5,B1:B5)	合った	2.2
=AVEDEV(A1:A5,2)	合った	1.1666666666666667
=AVEDEV(A1:A5,2,3)	合った	1.0204081632653061
=AVEDEV(A1:B5,2,FALSE)	合った	2.2500000000000004
=AVEDEV(A1:A5,A1)	合った	1.3333333333333333
=AVEDEV(A1:A5,1,B1:B5,1)	合った	2.2500000000000004
=AVEDEV(D1)	合った	0
=AVEDEV(D1,D2)	合った	365.5
=AVEDEV(D1,2)	合った	22645
=AVEDEV(D1,D2,1)	合った	20291.777777777777
=AVEDEV(D1,D2,0)	合った	20292.222222222223
=AVEDEV(D1,D2,0.05,0.1,100,2,0)	合った	18627.37551020408
=AVEDEV(D1,D2,0.05,0.1,2)	合った	21915.256
=AVEDEV(D1,D2,0.05,100,2)	合った	21899.272000000004
=AVEDEV(TRUE)	合った	0
=AVEDEV(FALSE)	合った	0
=AVEDEV(2,TRUE)	合った	0.5
=AVEDEV(2,3,TRUE)	合った	0.6666666666666666
=AVEDEV(A1:A5,B1:B5,1)	合った	2.231404958677686
=AVEDEV(2,3,4,5,6)	合った	1.2
=AVEDEV(-2)	合った	0
=AVEDEV(2.5,1)	合った	0.75
=AVERAGE(A1)	合った	1
=AVERAGE(A2)	合った	2
=AVERAGE(A1:A5)	合った	3
=AVERAGE(B1:B5)	合った	6
=AVERAGE(A1:B5)	合った	4.5
=AVERAGE(2)	合った	2
=AVERAGE(2,3)	合った	2.5
=AVERAGE(2,3,4)	合った	3
=AVERAGE(2,3,4,5)	合った	3.5
=AVERAGE(1,2,3,4,5)	合った	3
=AVERAGE(1,2,3,4,5,6)	合った	3.5
=AVERAGE(1,2,3,4,5,6,7)	合った	4
=AVERAGE(0.5)	合った	0.5
=AVERAGE(0.5,1)	合った	0.75
=AVERAGE(0.5,1,2)	合った	1.1666666666666667
=AVERAGE(0.5,1,2,3)	合った	1.625
=AVERAGE(0.5,1,2,3,4)	合った	2.1
=AVERAGE("2024-01-15")	こちらだけ誤り	#VALUE!
=AVERAGE("12:30")	合った	0.5208333333333334
=AVERAGE("101",2)	合った	51.5
=AVERAGE(A1:A5,B1:B5)	合った	4.5
=AVERAGE(A1:A5,2)	合った	2.8333333333333335
=AVERAGE(A1:A5,2,3)	合った	2.857142857142857
=AVERAGE(A1:B5,2,FALSE)	合った	3.9166666666666665
=AVERAGE(A1:A5,A1)	合った	2.6666666666666665
=AVERAGE(A1:A5,1,B1:B5,1)	合った	3.9166666666666665
=AVERAGE(D1)	合った	45292
=AVERAGE(D1,D2)	合った	45657.5
=AVERAGE(D1,2)	合った	22647
=AVERAGE(D1,D2,1)	合った	30438.666666666668
=AVERAGE(D1,D2,0)	合った	30438.333333333332
=AVERAGE(D1,D2,0.05,0.1,100,2,0)	合った	13059.592857142858
